cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
578,274,2022-11-03 21:04:14,0.0234,98224.97,129024.88,30799.91,2751.37,78,3,Aprovada,53,,023400,2022-11-03
579,407,2015-04-19 23:00:07,0.0115,90329.73,156474.35,66144.62,2196.74,56,2,Validação documentos,73,,011500,2015-04-19
58,921,2022-06-12 07:34:46,0.0211,119231.09,147606.68,28375.59,5162.08,32,0,Enviada,78,,021100,2022-06-12
580,35,2017-04-17 20:55:15,0.0149,166473.24,229462.99,62989.75,5885.49,37,0,Enviada,29,,014900,2017-04-17
581,81,2022-03-19 23:43:49,0.0183,59901.04,112333.57,52432.53,1309.80,100,6,Enviada,2,,018300,2022-03-19
582,241,2019-02-25 05:03:22,0.0151,61292.83,82684.29,21391.46,2219.57,36,2,Validação documentos,100,,015100,2019-02-25
583,600,2015-05-30 13:10:27,0.0150,91583.79,119903.60,28319.81,2157.74,68,4,Validação documentos,29,,015000,2015-05-30
584,355,2022-01-02 06:37:34,0.0180,50411.29,95061.64,44650.35,1668.45,44,1,Enviada,43,,018000,2022-01-02
585,433,2012-05-30 12:54:53,0.0161,43340.19,68132.12,24791.93,871.41,101,3,Aprovada,10,,016100,2012-05-30
586,341,2022-10-05 15:58:02,0.0189,24768.39,39369.35,14600.96,538.02,109,0,Enviada,74,,018900,2022-10-05
587,266,2021-04-01 02:29:52,0.0137,76609.38,150537.10,73927.72,1770.97,66,1,Validação documentos,44,,013700,2021-04-01
588,699,2019-08-02 03:10:15,0.0106,136688.45,243963.78,107275.33,2364.14,90,6,Enviada,37,,010600,2019-08-02
589,319,2017-11-24 00:10:02,0.0115,75760.50,108888.98,33128.48,2000.81,50,2,Validação documentos,56,,011500,2017-11-24
59,60,2021-12-31 18:53:53,0.0106,113557.05,142096.97,28539.92,3900.44,35,0,Em análise,100,,010600,2021-12-31
590,443,2017-01-01 19:40:05,0.0142,77985.92,147389.48,69403.56,16267.87,5,4,Aprovada,48,,014200,2017-01-01
591,8,2022-12-07 22:35:16,0.0151,13739.00,19634.77,5895.77,293.27,82,4,Aprovada,73,,015100,2022-12-07
592,379,2016-02-29 18:31:24,0.0225,53675.36,99134.66,45459.30,2479.77,30,0,Validação documentos,43,,022500,2016-02-29
593,355,2021-07-28 23:25:13,0.0156,167808.50,204293.24,36484.74,4021.37,68,1,Em análise,70,,015600,2021-07-28
594,33,2016-01-12 14:52:18,0.0223,85889.83,127405.31,41515.48,4518.99,25,5,Validação documentos,88,,022300,2016-01-12
595,469,2018-06-16 04:28:43,0.0083,96236.52,139447.52,43211.00,1636.65,81,5,Em análise,7,,008300,2018-06-16
596,266,2022-07-05 17:39:02,0.0242,131492.08,206480.64,74988.56,45969.01,3,5,Aprovada,2,,024200,2022-07-05
597,278,2014-02-13 05:32:13,0.0155,153339.02,184273.02,30934.00,6114.36,32,4,Aprovada,14,,015500,2014-02-13
598,430,2022-11-24 12:17:31,0.0230,33410.55,44022.51,10611.96,1374.77,36,1,Enviada,27,,023000,2022-11-24
599,425,2011-04-30 04:56:48,0.0080,169146.01,241497.60,72351.59,2209.01,119,3,Enviada,44,,008000,2011-04-30
6,661,2018-08-03 00:21:34,0.0130,103186.42,166482.48,63296.06,1734.04,115,1,Aprovada,81,,013000,2018-08-03
60,194,2012-11-25 08:05:04,0.0243,189577.66,243772.06,54194.40,9184.80,29,2,Em análise,82,,024300,2012-11-25
600,521,2014-01-11 00:16:06,0.0107,90076.22,146615.74,56539.52,1768.27,74,3,Em análise,15,,010700,2014-01-11
601,652,2017-08-26 01:16:31,0.0221,17368.03,21074.37,3706.34,437.49,96,5,Validação documentos,73,,022100,2017-08-26
602,192,2021-12-29 16:03:05,0.0240,48985.85,97783.57,48797.72,1266.73,111,4,Aprovada,96,,024000,2021-12-29
603,794,2012-10-19 01:55:46,0.0115,23008.32,36558.47,13550.15,1915.60,13,1,Validação documentos,92,,011500,2012-10-19
604,911,2017-04-05 17:07:50,0.0095,111488.42,156289.02,44800.60,2542.12,57,0,Em análise,21,,009500,2017-04-05
605,20,2014-08-17 05:37:13,0.0083,82690.20,120311.64,37621.44,1394.23,82,3,Enviada,29,,008300,2014-08-17
606,154,2022-11-22 08:50:17,0.0125,158370.26,210306.08,51935.82,5886.28,33,3,Validação documentos,12,,012500,2022-11-22
607,837,2020-05-16 11:24:49,0.0248,146669.27,197647.71,50978.44,3981.02,100,2,Em análise,40,,024800,2020-05-16
608,765,2015-03-23 18:00:36,0.0212,37628.03,45367.34,7739.31,1362.05,42,0,Aprovada,18,,021200,2015-03-23
609,513,2010-03-10 03:53:20,0.0176,148922.93,226481.53,77558.60,38883.17,4,3,Validação documentos,78,,017600,2010-03-10
61,238,2011-01-22 10:48:40,0.0216,2757.11,4921.74,2164.63,99.08,43,3,Em análise,71,,021600,2011-01-22
610,99,2013-06-14 01:53:47,0.0222,32896.76,39518.72,6621.96,826.40,98,2,Enviada,46,,022200,2013-06-14
611,483,2016-07-30 09:42:14,0.0119,137328.72,179932.71,42603.99,2381.19,98,3,Aprovada,33,,011900,2016-07-30
612,76,2020-10-23 01:42:55,0.0118,75992.31,117110.56,41118.25,1862.09,56,6,Validação documentos,86,,011800,2020-10-23
613,737,2016-08-15 18:56:29,0.0117,154962.50,206269.97,51307.47,2971.11,81,5,Validação documentos,52,,011700,2016-08-15
614,826,2010-08-27 17:11:37,0.0121,44364.98,53280.04,8915.06,811.83,90,6,Aprovada,6,,012100,2010-08-27
615,292,2016-01-13 07:15:42,0.0118,105203.20,130136.29,24933.09,2121.53,75,3,Aprovada,39,,011800,2016-01-13
616,617,2012-02-27 23:47:50,0.0120,113420.80,163020.72,49599.92,1887.86,107,4,Validação documentos,84,,012000,2012-02-27
617,410,2014-09-26 14:31:38,0.0151,19352.04,37225.21,17873.17,439.33,73,5,Validação documentos,62,,015100,2014-09-26
618,545,2010-06-01 00:04:10,0.0194,68264.03,128761.57,60497.54,2391.32,42,6,Validação documentos,85,,019400,2010-06-01
619,690,2018-11-16 16:27:39,0.0139,46260.25,68085.27,21825.02,1272.28,51,3,Validação documentos,84,,013900,2018-11-16
62,264,2012-06-28 10:33:35,0.0161,140136.89,184848.44,44711.55,12033.42,13,6,Enviada,60,,016100,2012-06-28
620,743,2011-05-22 07:28:55,0.0135,112992.92,144872.96,31880.04,7113.02,18,0,Aprovada,53,,013500,2011-05-22
621,747,2015-11-29 21:05:22,0.0222,111276.06,180089.89,68813.83,3093.00,73,6,Em análise,95,,022200,2015-11-29
622,885,2011-03-08 01:41:47,0.0130,46974.86,81837.77,34862.91,1341.99,47,0,Em análise,75,,013000,2011-03-08
623,584,2011-11-20 13:17:07,0.0174,31351.03,45070.30,13719.27,1557.22,25,5,Validação documentos,30,,017400,2011-11-20
624,69,2018-01-06 07:51:33,0.0224,79888.67,109159.52,29270.85,2102.34,86,4,Em análise,8,,022400,2018-01-06
625,928,2010-06-07 18:21:16,0.0143,96230.70,164544.85,68314.15,16850.67,6,2,Aprovada,35,,014300,2010-06-07
626,555,2012-02-18 09:42:41,0.0144,117660.51,194023.58,76363.07,3819.83,41,3,Em análise,46,,014400,2012-02-18
627,228,2014-09-06 07:17:33,0.0107,97977.05,116474.55,18497.50,1618.79,98,5,Em análise,33,,010700,2014-09-06
628,478,2012-06-02 04:15:10,0.0207,94742.65,134684.58,39941.93,2960.70,53,5,Aprovada,73,,020700,2012-06-02
629,872,2016-11-16 15:09:53,0.0214,45029.86,58377.64,13347.78,1198.33,77,1,Enviada,49,,021400,2016-11-16
63,233,2013-09-21 09:52:40,0.0209,65921.45,102903.99,36982.54,1535.56,110,5,Enviada,78,,020900,2013-09-21
630,507,2018-09-14 07:13:05,0.0173,117524.96,153134.66,35609.70,2389.14,111,2,Aprovada,33,,017300,2018-09-14
631,450,2012-02-19 02:23:20,0.0092,120330.91,213323.10,92992.19,15670.73,8,1,Aprovada,72,,009200,2012-02-19
632,27,2018-03-08 03:56:29,0.0231,51916.82,97820.47,45903.65,1292.81,115,1,Aprovada,31,,023100,2018-03-08
633,856,2022-03-09 18:28:51,0.0203,18163.39,32862.38,14698.99,439.27,91,5,Aprovada,50,,020300,2022-03-09
634,696,2010-10-18 06:27:39,0.0180,57267.22,94125.29,36858.07,1248.06,98,5,Aprovada,45,,018000,2010-10-18
635,511,2018-11-03 17:34:58,0.0162,106423.56,173705.88,67282.32,2212.54,94,6,Validação documentos,95,,016200,2018-11-03
636,372,2019-06-11 07:40:10,0.0163,116099.08,177649.13,61550.05,20468.63,6,6,Aprovada,86,,016300,2019-06-11
637,665,2021-11-11 23:21:55,0.0126,57570.49,109616.72,52046.23,1079.63,89,5,Enviada,88,,012600,2021-11-11
638,766,2013-01-24 20:33:43,0.0232,12020.60,20327.29,8306.69,330.43,81,3,Enviada,97,,023200,2013-01-24
639,417,2019-12-20 13:15:29,0.0102,14928.43,25153.30,10224.87,415.34,45,6,Em análise,99,,010200,2019-12-20
64,137,2019-10-06 21:06:21,0.0114,8110.36,11113.79,3003.43,1406.17,6,6,Enviada,34,,011400,2019-10-06
640,164,2011-05-17 15:14:39,0.0135,85703.61,139655.96,53952.35,1531.69,105,0,Em análise,91,,013500,2011-05-17
641,966,2014-07-09 06:40:31,0.0184,67612.24,101067.55,33455.31,1702.05,72,1,Validação documentos,13,,018400,2014-07-09
642,643,2014-06-10 13:50:48,0.0240,89445.68,145557.80,56112.12,4664.30,26,6,Aprovada,56,,024000,2014-06-10
643,885,2022-01-21 12:56:10,0.0216,118694.57,202025.12,83330.55,4327.61,42,5,Enviada,54,,021600,2022-01-21
644,262,2014-05-30 21:29:15,0.0187,4841.48,6072.16,1230.68,197.93,33,6,Aprovada,23,,018700,2014-05-30
645,674,2012-08-22 08:52:00,0.0170,150015.05,178999.79,28984.74,3768.21,67,3,Em análise,99,,017000,2012-08-22
646,865,2019-05-28 12:32:52,0.0216,56963.56,79022.68,22059.12,1407.51,97,3,Aprovada,23,,021600,2019-05-28
647,938,2020-10-05 11:48:51,0.0081,115525.22,195909.91,80384.69,6280.08,20,0,Aprovada,85,,008100,2020-10-05
648,794,2020-11-30 10:49:07,0.0095,115351.00,211447.42,96096.42,2157.45,75,1,Validação documentos,42,,009500,2020-11-30
649,608,2022-11-22 03:12:33,0.0238,77533.55,100233.67,22700.12,2340.98,66,0,Aprovada,52,,023800,2022-11-22
65,715,2020-03-30 18:10:19,0.0097,135344.86,178804.33,43459.47,2400.67,82,4,Validação documentos,11,,009700,2020-03-30
650,630,2011-03-22 04:12:55,0.0194,123530.01,146618.87,23088.86,4396.02,41,6,Em análise,49,,019400,2011-03-22
651,111,2017-10-07 21:17:43,0.0191,145257.32,245895.49,100638.17,7361.77,25,5,Em análise,34,,019100,2017-10-07
652,820,2017-10-21 01:53:05,0.0180,134896.61,235065.04,100168.43,3213.10,79,1,Aprovada,34,,018000,2017-10-21
653,604,2022-01-26 20:53:45,0.0145,7494.07,14696.94,7202.87,175.59,67,1,Em análise,89,,014500,2022-01-26
654,691,2012-04-18 02:12:19,0.0232,55878.03,95783.77,39905.74,2067.54,43,5,Aprovada,70,,023200,2012-04-18
655,253,2019-06-17 08:48:51,0.0216,83465.89,116437.84,32971.95,2474.97,61,6,Validação documentos,98,,021600,2019-06-17
656,704,2011-05-28 02:50:43,0.0090,89337.79,148769.13,59431.34,11624.22,8,4,Em análise,46,,009000,2011-05-28
657,782,2015-11-04 16:57:19,0.0158,100683.18,172385.57,71702.39,1963.49,106,4,Validação documentos,59,,015800,2015-11-04
658,195,2011-05-13 00:32:21,0.0134,13522.34,23299.20,9776.86,13703.54,1,6,Em análise,93,,013400,2011-05-13
659,520,2020-05-03 03:03:39,0.0120,20736.80,35307.54,14570.74,1617.95,14,3,Validação documentos,69,,012000,2020-05-03
66,854,2010-06-15 21:18:53,0.0085,92200.26,154975.23,62774.97,1492.23,88,0,Enviada,58,,008500,2010-06-15
660,897,2017-09-07 00:35:08,0.0144,33846.45,64823.80,30977.35,1011.29,46,4,Enviada,27,,014400,2017-09-07
661,322,2016-06-07 05:12:20,0.0197,27437.23,41036.39,13599.16,951.95,43,6,Aprovada,29,,019700,2016-06-07
662,461,2020-10-30 11:57:22,0.0213,118546.65,162746.42,44199.77,3361.42,66,2,Em análise,59,,021300,2020-10-30
663,498,2015-05-24 02:17:25,0.0249,165367.65,247848.06,82480.41,12657.14,16,1,Validação documentos,63,,024900,2015-05-24
664,971,2013-02-08 15:10:39,0.0134,18178.53,34721.08,16542.55,306.46,119,0,Validação documentos,44,,013400,2013-02-08
665,369,2010-04-30 07:25:55,0.0134,5084.61,6586.85,1502.24,95.45,94,1,Validação documentos,7,,013400,2010-04-30
666,626,2013-04-16 09:22:43,0.0081,16701.13,21132.31,4431.18,452.74,44,4,Aprovada,8,,008100,2013-04-16
667,849,2020-12-24 07:58:24,0.0137,9038.79,11752.05,2713.26,1579.52,6,3,Enviada,77,,013700,2020-12-24
668,544,2015-04-19 01:41:35,0.0141,52272.92,88117.90,35844.98,6955.48,8,5,Aprovada,56,,014100,2015-04-19
669,82,2010-11-21 13:14:49,0.0196,148806.31,234174.16,85367.85,3383.88,102,3,Aprovada,1,,019600,2010-11-21
67,572,2013-03-17 10:13:56,0.0081,59681.52,112216.04,52534.52,3992.09,16,5,Aprovada,64,,008100,2013-03-17
670,49,2022-02-07 04:09:33,0.0155,106553.90,165337.10,58783.20,2379.62,77,6,Em análise,41,,015500,2022-02-07
671,592,2011-04-27 01:58:33,0.0174,156914.78,207172.35,50257.57,8645.66,22,2,Em análise,6,,017400,2011-04-27
672,897,2017-07-01 10:56:35,0.0182,170663.12,228697.87,58034.75,5046.05,53,0,Validação documentos,6,,018200,2017-07-01
673,927,2020-07-20 09:16:36,0.0213,122043.34,193809.71,71766.37,4187.84,46,4,Enviada,13,,021300,2020-07-20
674,904,2021-06-09 15:16:45,0.0141,20523.90,31494.17,10970.27,389.56,97,2,Aprovada,85,,014100,2021-06-09
675,380,2017-09-19 19:23:19,0.0121,55826.68,90190.26,34363.58,1768.82,40,4,Em análise,87,,012100,2017-09-19
676,671,2010-07-10 16:36:44,0.0109,72726.43,134913.71,62187.28,1813.77,53,1,Em análise,98,,010900,2010-07-10
677,320,2014-06-30 08:48:48,0.0103,36538.57,44947.44,8408.87,829.50,59,6,Validação documentos,98,,010300,2014-06-30
678,788,2011-02-03 06:12:10,0.0165,111091.75,167331.74,56239.99,5459.06,25,3,Enviada,2,,016500,2011-02-03
679,991,2012-02-06 13:36:57,0.0207,111890.68,164479.49,52588.81,3794.84,46,0,Em análise,72,,020700,2012-02-06
68,502,2019-10-19 20:19:47,0.0177,105883.71,210240.41,104356.70,2513.88,78,6,Validação documentos,10,,017700,2019-10-19
680,305,2010-05-13 14:01:20,0.0142,125941.00,152157.33,26216.33,32610.86,4,2,Aprovada,13,,014200,2010-05-13
681,986,2020-06-24 18:38:26,0.0112,79704.96,108450.48,28745.52,3950.19,23,3,Enviada,39,,011200,2020-06-24
682,397,2010-03-26 19:07:16,0.0175,154850.56,187560.90,32710.34,3445.58,89,5,Enviada,99,,017500,2010-03-26
683,962,2019-06-05 18:19:13,0.0136,70895.40,121907.06,51011.66,2226.87,42,3,Enviada,72,,013600,2019-06-05
684,231,2021-10-27 15:10:18,0.0200,98442.57,177370.84,78928.27,2314.69,96,6,Validação documentos,17,,020000,2021-10-27
685,845,2011-05-15 21:38:19,0.0103,49646.84,91935.02,42288.18,1063.15,64,3,Enviada,19,,010300,2011-05-15
686,706,2019-02-11 04:30:07,0.0105,136282.76,176759.82,40477.06,2095.00,110,0,Validação documentos,85,,010500,2019-02-11
687,2,2014-06-18 12:27:41,0.0184,59582.47,89576.90,29994.43,1263.25,111,3,Enviada,17,,018400,2014-06-18
688,446,2018-10-11 11:22:09,0.0115,160417.47,212662.97,52245.50,41263.96,4,5,Aprovada,37,,011500,2018-10-11
689,80,2011-05-13 16:15:02,0.0227,159783.16,201322.86,41539.70,14331.61,13,6,Aprovada,49,,022700,2011-05-13
69,920,2011-07-23 18:13:10,0.0105,62967.36,109646.59,46679.23,4295.87,16,3,Em análise,47,,010500,2011-07-23
690,504,2011-09-04 23:17:00,0.0227,147949.08,202456.02,54506.94,5424.83,43,2,Aprovada,51,,022700,2011-09-04
691,713,2012-08-16 14:41:07,0.0080,141939.18,245172.53,103233.35,2949.74,61,0,Enviada,41,,008000,2012-08-16
692,315,2020-08-22 22:06:53,0.0155,136288.52,205051.67,68763.15,2531.02,117,4,Validação documentos,68,,015500,2020-08-22
693,789,2010-08-17 16:35:43,0.0148,97544.40,169529.40,71985.00,1843.72,104,2,Em análise,37,,014800,2010-08-17
694,532,2015-09-30 08:08:24,0.0100,9563.20,11449.02,1885.82,9658.83,1,3,Em análise,47,,010000,2015-09-30
695,583,2021-11-03 15:35:10,0.0203,155637.62,191034.54,35396.92,9176.80,21,4,Validação documentos,62,,020300,2021-11-03
696,4,2012-12-21 00:22:05,0.0187,195223.64,248227.20,53003.56,12302.92,19,1,Aprovada,80,,018700,2012-12-21
697,324,2020-11-21 13:37:07,0.0196,81725.16,162457.02,80731.86,1870.30,100,1,Enviada,86,,019600,2020-11-21
698,272,2020-08-17 20:22:36,0.0247,126164.56,178587.31,52422.75,3528.43,88,1,Validação documentos,86,,024700,2020-08-17
699,513,2018-03-20 17:46:19,0.0168,79986.56,103574.82,23588.26,2627.17,43,0,Aprovada,80,,016800,2018-03-20
7,228,2012-05-18 08:24:05,0.0117,154751.66,247248.35,92496.69,9584.38,18,2,Validação documentos,88,,011700,2012-05-18
70,49,2011-12-23 02:03:18,0.0100,129370.04,190944.62,61574.58,3406.81,48,6,Validação documentos,19,,010000,2011-12-23
700,916,2021-07-17 16:52:24,0.0229,92476.93,119740.36,27263.43,2291.13,114,5,Enviada,79,,022900,2021-07-17
701,927,2013-11-07 23:01:46,0.0095,94138.12,119018.45,24880.33,2337.55,51,0,Aprovada,54,,009500,2013-11-07
702,910,2014-10-16 15:43:01,0.0140,98342.11,134155.29,35813.18,3932.17,31,5,Em análise,20,,014000,2014-10-16
703,508,2014-01-20 01:00:47,0.0236,120208.59,189100.49,68891.90,4480.11,43,1,Aprovada,38,,023600,2014-01-20
704,985,2012-10-13 16:59:01,0.0131,23099.80,29012.83,5913.03,671.76,46,1,Enviada,35,,013100,2012-10-13
705,103,2017-11-16 08:28:19,0.0228,36080.00,60873.64,24793.64,892.49,113,3,Validação documentos,22,,022800,2017-11-16
706,588,2012-05-07 11:44:10,0.0222,70318.91,90079.20,19760.29,2425.16,47,4,Enviada,75,,022200,2012-05-07
707,825,2010-03-25 16:26:46,0.0139,34347.37,52262.39,17915.02,957.67,50,4,Em análise,34,,013900,2010-03-25
708,701,2010-02-05 00:40:03,0.0136,175641.08,232356.67,56715.59,9671.36,21,4,Em análise,48,,013600,2010-02-05
709,422,2022-03-23 09:34:46,0.0187,12408.08,16879.89,4471.81,288.54,88,3,Em análise,49,,018700,2022-03-23
71,804,2010-05-15 10:40:14,0.0228,66329.20,98562.45,32233.25,14186.86,5,4,Validação documentos,36,,022800,2010-05-15
710,845,2012-07-14 02:25:07,0.0099,149926.14,217880.51,67954.37,2328.32,103,1,Validação documentos,38,,009900,2012-07-14
711,713,2015-07-03 01:29:26,0.0194,103711.28,122856.12,19144.84,35920.35,3,0,Aprovada,61,,019400,2015-07-03
712,138,2010-08-26 06:06:59,0.0222,147228.59,193295.68,46067.09,4271.20,66,0,Validação documentos,27,,022200,2010-08-26
713,164,2011-11-27 08:05:50,0.0234,135970.24,176825.19,40854.95,21284.47,7,6,Em análise,72,,023400,2011-11-27
714,71,2012-07-06 17:49:44,0.0242,100499.86,188600.01,88100.15,2931.73,74,4,Em análise,90,,024200,2012-07-06
715,45,2021-06-17 13:09:32,0.0131,12897.54,19848.55,6951.01,232.12,100,1,Enviada,1,,013100,2021-06-17
716,597,2010-06-14 07:15:45,0.0191,146368.57,214521.63,68153.06,3281.06,101,3,Aprovada,86,,019100,2010-06-14
717,745,2019-08-31 16:50:05,0.0205,160500.60,205409.47,44908.87,4942.34,54,3,Aprovada,30,,020500,2019-08-31
718,8,2015-08-31 17:07:51,0.0198,2441.85,4169.50,1727.65,53.77,117,5,Aprovada,20,,019800,2015-08-31
719,971,2012-05-06 10:49:26,0.0154,59659.42,71335.06,11675.64,1217.09,92,1,Validação documentos,98,,015400,2012-05-06
72,983,2022-03-21 04:49:19,0.0108,60091.11,109302.14,49211.03,2755.60,25,1,Enviada,7,,010800,2022-03-21
720,792,2013-09-08 07:06:22,0.0152,160577.96,202934.93,42356.97,4805.87,47,4,Validação documentos,65,,015200,2013-09-08
721,247,2011-03-30 21:44:36,0.0144,165121.88,201305.07,36183.19,3791.51,69,3,Em análise,31,,014400,2011-03-30
722,667,2019-08-19 16:16:46,0.0168,9807.05,16436.54,6629.49,667.98,17,3,Enviada,70,,016800,2019-08-19
723,124,2011-08-23 23:35:16,0.0121,40588.94,71164.76,30575.82,767.09,85,2,Validação documentos,95,,012100,2011-08-23
724,856,2014-03-07 09:18:05,0.0130,57382.28,90788.13,33405.85,1448.89,56,3,Enviada,96,,013000,2014-03-07
725,74,2013-10-30 07:25:35,0.0164,34692.12,50829.70,16137.58,904.14,61,3,Enviada,45,,016400,2013-10-30
726,67,2014-01-31 15:33:17,0.0112,136732.65,197682.41,60949.76,2094.01,118,3,Enviada,73,,011200,2014-01-31
727,457,2016-10-03 05:45:39,0.0111,92949.74,163489.66,70539.92,1719.65,83,3,Validação documentos,63,,011100,2016-10-03
728,807,2011-03-05 20:39:47,0.0240,175186.65,217450.02,42263.37,4477.13,118,4,Em análise,77,,024000,2011-03-05
729,768,2014-09-11 05:29:49,0.0179,86828.39,107021.35,20192.96,1828.10,107,2,Validação documentos,76,,017900,2014-09-11
73,11,2013-08-01 11:26:43,0.0164,116948.61,159991.26,43042.65,8369.59,16,3,Aprovada,86,,016400,2013-08-01
730,897,2016-04-29 06:19:53,0.0249,75215.69,129792.02,54576.33,1993.64,114,4,Enviada,27,,024900,2016-04-29
731,660,2020-04-11 07:58:18,0.0232,136136.96,243044.58,106907.62,3951.92,70,0,Em análise,85,,023200,2020-04-11
732,446,2018-01-27 18:07:51,0.0232,3643.83,4746.41,1102.58,101.04,79,6,Validação documentos,61,,023200,2018-01-27
733,982,2014-09-13 18:08:10,0.0213,149854.83,244315.53,94460.70,3516.87,113,1,Em análise,35,,021300,2014-09-13
734,928,2015-06-22 04:01:44,0.0126,99998.08,170949.08,70951.00,17409.00,6,4,Em análise,50,,012600,2015-06-22
735,698,2016-08-25 04:41:10,0.0112,22281.63,30661.75,8380.12,350.13,112,6,Em análise,31,,011200,2016-08-25
736,425,2019-02-04 02:14:27,0.0112,126647.97,223793.09,97145.12,2386.74,81,0,Enviada,61,,011200,2019-02-04
737,157,2010-10-30 17:18:23,0.0217,99389.95,159316.57,59926.62,2365.91,113,6,Em análise,19,,021700,2010-10-30
738,120,2016-09-04 11:18:44,0.0108,24392.71,40416.16,16023.45,1426.95,19,5,Em análise,26,,010800,2016-09-04
739,651,2017-03-01 07:28:46,0.0227,33044.31,52467.39,19423.08,8735.16,4,6,Enviada,63,,022700,2017-03-01
74,521,2011-01-15 13:38:20,0.0149,183802.99,225791.78,41988.79,3646.73,94,6,Validação documentos,42,,014900,2011-01-15
740,368,2016-09-08 16:32:09,0.0246,13571.68,22966.63,9394.95,371.72,94,6,Aprovada,76,,024600,2016-09-08
741,790,2022-02-18 15:22:05,0.0152,86135.10,135081.00,48945.90,2295.51,56,0,Enviada,63,,015200,2022-02-18
742,83,2017-11-10 16:34:56,0.0113,144793.34,219831.34,75038.00,3375.78,59,4,Em análise,25,,011300,2017-11-10
743,511,2015-10-17 18:24:42,0.0116,147211.86,200167.25,52955.39,7938.93,21,1,Validação documentos,32,,011600,2015-10-17
744,983,2012-09-15 01:11:19,0.0222,164685.50,247680.40,82994.90,4954.00,61,3,Aprovada,76,,022200,2012-09-15
745,858,2014-10-29 21:51:49,0.0246,61551.75,89339.63,27787.88,1797.69,76,6,Validação documentos,43,,024600,2014-10-29
746,92,2011-12-01 03:32:56,0.0246,75780.24,108197.34,32417.10,2053.98,98,4,Aprovada,9,,024600,2011-12-01
747,403,2015-11-17 08:52:56,0.0178,36091.21,71462.40,35371.19,730.33,120,2,Em análise,31,,017800,2015-11-17
748,65,2016-02-01 04:21:11,0.0236,50208.06,82757.84,32549.78,3309.66,19,5,Aprovada,54,,023600,2016-02-01
749,758,2020-09-21 08:38:01,0.0131,27377.88,37637.52,10259.64,495.16,99,3,Validação documentos,92,,013100,2020-09-21
75,504,2010-05-22 13:35:02,0.0107,53891.91,82607.67,28715.76,799.59,120,5,Validação documentos,46,,010700,2010-05-22
750,708,2010-12-01 22:55:57,0.0180,2620.73,3465.50,844.77,67.64,67,6,Enviada,100,,018000,2010-12-01
751,387,2013-01-04 04:54:44,0.0179,10569.28,12704.21,2134.93,511.98,26,2,Validação documentos,78,,017900,2013-01-04
752,974,2015-07-11 10:28:37,0.0208,67476.93,83197.19,15720.26,1646.18,93,4,Em análise,74,,020800,2015-07-11
753,867,2020-10-17 04:01:09,0.0118,71643.04,94801.74,23158.70,2350.44,38,3,Validação documentos,56,,011800,2020-10-17
754,436,2019-05-20 11:57:34,0.0186,13811.40,22282.19,8470.79,2454.05,6,2,Aprovada,68,,018600,2019-05-20
755,494,2021-08-10 04:24:02,0.0203,122236.31,187154.36,64918.05,3673.52,56,0,Enviada,1,,020300,2021-08-10
756,672,2016-05-20 04:16:11,0.0122,66486.74,92072.13,25585.39,1710.82,53,2,Enviada,76,,012200,2016-05-20
757,760,2015-11-26 10:08:54,0.0092,48837.36,96935.61,48098.25,778.43,94,1,Enviada,81,,009200,2015-11-26
758,480,2011-11-17 08:58:14,0.0144,94836.95,131026.64,36189.69,6018.65,18,1,Enviada,81,,014400,2011-11-17
759,907,2012-10-26 23:37:44,0.0131,84750.42,159885.48,75135.06,1728.41,79,2,Aprovada,99,,013100,2012-10-26
76,474,2020-07-23 06:34:35,0.0123,94007.18,140410.74,46403.56,2010.81,70,3,Enviada,74,,012300,2020-07-23
760,800,2019-10-24 11:10:11,0.0233,139252.04,181592.26,42340.22,36864.22,4,3,Em análise,98,,023300,2019-10-24
761,434,2011-04-19 07:07:17,0.0221,66852.92,104830.16,37977.24,2198.50,51,3,Validação documentos,37,,022100,2011-04-19
762,472,2022-01-11 08:47:38,0.0104,63875.53,126975.98,63100.45,1152.70,83,5,Enviada,89,,010400,2022-01-11
763,503,2017-03-28 12:24:27,0.0097,85762.09,120050.10,34288.01,1453.43,88,0,Aprovada,69,,009700,2017-03-28
764,693,2019-06-04 22:03:24,0.0127,94354.88,121454.58,27099.70,2042.71,70,5,Validação documentos,64,,012700,2019-06-04
765,313,2012-08-08 12:16:18,0.0189,88232.11,162005.10,73772.99,5828.50,18,1,Validação documentos,73,,018900,2012-08-08
766,451,2013-11-19 07:01:54,0.0137,95279.11,126793.23,31514.12,4245.51,27,1,Em análise,67,,013700,2013-11-19
767,791,2012-04-22 07:35:34,0.0167,86229.18,150698.48,64469.30,22464.76,4,4,Enviada,46,,016700,2012-04-22
768,144,2016-01-28 03:50:17,0.0246,77445.59,119795.73,42350.14,2066.21,105,3,Em análise,1,,024600,2016-01-28
769,640,2022-07-09 14:07:17,0.0246,90570.19,115394.90,24824.71,2369.39,116,4,Enviada,79,,024600,2022-07-09
77,627,2014-06-04 02:03:48,0.0118,141470.62,214578.34,73107.72,11802.32,13,6,Aprovada,44,,011800,2014-06-04
